Service,Feature,Status,Priority,Observation,Recommendation,LinkText,LinkUrl
M365,MyAnalytics (Full),Success,,"MyAnalytics (Full) is active in O365 w/o Teams Bundle M5, providing work pattern insights that correlate with Copilot adoption impact",,Microsoft 365 Documentation,https://learn.microsoft.com/microsoft-365/
M365,MyAnalytics (Full),Success,,"Work analytics baseline: 0 active users with 0 email users and 0 meetings. MyAnalytics provides the collaboration health metrics (focus time, meeting load, network breadth) that measure Copilot's ROI impact. Before AI: measure baseline work patterns. After AI: quantify time saved, meeting efficiency gains, and collaboration changes - proving Copilot business value.",,Copilot ROI Analytics,https://learn.microsoft.com/viva/insights/
M365,People Skills Foundation,Success,,"People Skills Foundation is active in O365 w/o Teams Bundle M5, enabling Copilot to find experts based on skills and topics",,Skills-Based Expert Finding,https://learn.microsoft.com/microsoft-365/topics/
M365,People Skills Foundation,Success,,"Expertise discovery baseline: 0 users, 0 SharePoint files, 0 email users. People Skills Foundation builds the expertise graph that Copilot queries - 'Who knows about X?' agents traverse skills, project history, and collaboration patterns to route questions to experts. AI-powered skill matching replaces manual searching, automated expert identification for projects, and knowledge discovery through relationship intelligence.",,AI Expert Finding,https://learn.microsoft.com/microsoft-365/topics/
M365,Microsoft Places (Core),Success,,"Microsoft Places (Core) is active in O365 w/o Teams Bundle M5, enabling workplace coordination that agents can query and manage",,Microsoft 365 Documentation,https://learn.microsoft.com/microsoft-365/
M365,Microsoft Places (Core),Insight,Low,Smaller workforce of 0 active users. Microsoft Places can establish hybrid work coordination patterns essential for Copilot-powered space booking and team presence awareness as organization scales.,"Implement Microsoft Places early to build hybrid work coordination culture. Even small teams benefit from knowing when colleagues plan office visits, enabling purposeful in-person collaboration rather than random office attendance.",Microsoft Places Overview,https://learn.microsoft.com/microsoft-365/places/overview
M365,COMMON_DEFENDER_PLATFORM_FOR_OFFICE,Success,,"COMMON_DEFENDER_PLATFORM_FOR_OFFICE is active in O365 w/o Teams Bundle M5, providing infrastructure and services that M365 Copilot depends on",,Microsoft 365 Documentation,https://learn.microsoft.com/microsoft-365/
M365,Microsoft Loop,Success,,"Microsoft Loop is active in O365 w/o Teams Bundle M5, enabling collaborative AI-assisted workspace creation",,Collaborate with Copilot in Loop,https://learn.microsoft.com/microsoft-loop/
M365,Microsoft Loop,Insight,Medium,Limited collaboration detected with 0 SharePoint sites and 0 Teams meetings. Microsoft Loop with Copilot can transform team collaboration patterns.,Launch Microsoft Loop training program to establish collaborative work culture with Copilot-powered canvases for ideation and project planning.,Collaborate with Copilot in Loop,https://learn.microsoft.com/microsoft-loop/
M365,Microsoft Stream for Office 365 (E5),Success,,"Microsoft Stream for Office 365 (E5) is active in O365 w/o Teams Bundle M5, enabling AI-powered video intelligence and searchable transcripts",,Intelligent Video with Stream,https://learn.microsoft.com/stream/
M365,Microsoft Stream for Office 365 (E5),Insight,Medium,Limited meeting volume of 0 Teams meetings. Stream can establish video-based knowledge capture culture that Copilot makes searchable and actionable.,"Launch training video initiative using Stream with AI transcription. Create searchable video library for onboarding, product demos, and how-to content that Copilot can surface contextually.",Intelligent Video with Stream,https://learn.microsoft.com/stream/
M365,Clipchamp,Success,,"Clipchamp is active in O365 w/o Teams Bundle M5, providing video creation capabilities for AI-generated content",,AI-Assisted Video Creation,https://learn.microsoft.com/clipchamp/
M365,Clipchamp,Insight,Medium,Limited meeting activity with 0 Teams meetings. Clipchamp with Copilot can help establish video-based communication culture - AI-powered video editing makes creating polished recordings accessible to all users.,"Launch Clipchamp training for creating video announcements, how-to guides, and product demos. Video content drives engagement in hybrid work - start with executive updates and employee onboarding materials.",AI-Assisted Video Creation,https://learn.microsoft.com/clipchamp/
M365,Bing Chat Enterprise,Success,,"Bing Chat Enterprise is active in O365 w/o Teams Bundle M5, enabling secure web-grounded AI conversations",,Secure Web AI with Bing Chat Enterprise,https://learn.microsoft.com/bing-chat-enterprise/
M365,Bing Chat Enterprise,Success,,"Web AI readiness: 0 users. Bing Chat Enterprise provides secure web-grounded AI - competitive research, industry trends, technical docs, market analysis. Complements M365 Copilot (internal data) with current web knowledge. Commercial data protection prevents leakage to consumer ChatGPT. Essential companion to organizational Copilot.",,Bing Chat Enterprise,https://learn.microsoft.com/bing-chat-enterprise/
M365,Microsoft 365 Phone System,Success,,"Microsoft 365 Phone System is active in O365 w/o Teams Bundle M5, enabling voice integration with conversational agents",,Voice-Enabled Agent Interactions,https://learn.microsoft.com/microsoftteams/what-is-phone-system-in-office-365/
M365,Microsoft 365 Phone System,Success,,"Voice communication baseline: 0 Teams users with 0 meetings. Phone System extends Copilot intelligence beyond meetings and chat into voice channels - enabling AI call routing, automated voicemail transcription with action item extraction, call summaries, and hands-free knowledge access for field workers. Voice becomes an AI-powered channel.",,Voice AI Integration,https://learn.microsoft.com/microsoftteams/what-is-phone-system-in-office-365/
M365,Microsoft 365 Audio Conferencing,Success,,"Microsoft 365 Audio Conferencing is active in O365 w/o Teams Bundle M5, enabling Copilot to capture phone participant contributions in meeting summaries",,Inclusive Meeting Intelligence,https://learn.microsoft.com/microsoftteams/audio-conferencing-in-office-365
M365,Microsoft 365 Audio Conferencing,Success,,"Meeting collaboration baseline: 0 Teams meetings with 0 active users. Audio Conferencing ensures Copilot meeting intelligence captures ALL participants - including phone dial-in users - enabling comprehensive AI summaries, action items, and transcripts regardless of connection method. Critical for inclusive AI-enhanced collaboration.",,Inclusive Meeting Intelligence,https://learn.microsoft.com/microsoftteams/audio-conferencing-in-office-365
M365,Yammer Enterprise,Success,,"Yammer Enterprise is active in O365 w/o Teams Bundle M5, enabling community knowledge sharing for Copilot adoption",,Build Communities in Yammer,https://learn.microsoft.com/yammer/
M365,Yammer Enterprise,Insight,Medium,Smaller user base of 0 active M365 users. Yammer communities can establish peer-learning culture essential for AI adoption.,"Create focused Yammer community with weekly Copilot tips from power users. In smaller organizations, social knowledge transfer accelerates AI proficiency.",Build Communities in Yammer,https://learn.microsoft.com/yammer/
M365,Windows Update for Business,Success,,"Windows Update for Business is active in O365 w/o Teams Bundle M5, ensuring Windows devices stay current for Copilot features",,Manage Updates for Copilot Readiness,https://learn.microsoft.com/windows/deployment/update/
M365,Windows Update for Business,Success,,Device update management: 0 users. Windows Update for Business ensures devices stay current for Copilot compatibility - automated deployment of security patches and feature releases. Minimizes version fragmentation that causes Copilot integration issues. Device management foundation enabling consistent AI capabilities across organization.,,Update Management,https://learn.microsoft.com/windows/deployment/update/
M365,Windows Autopatch,Success,,"Windows Autopatch is active in O365 w/o Teams Bundle M5, automatically maintaining device currency for Copilot compatibility",,Automated Patching for AI Readiness,https://learn.microsoft.com/windows/deployment/windows-autopatch/
M365,Windows Autopatch,Success,,"Automated patching: 0 users. Windows Autopatch automatically maintains device currency for Copilot - eliminates manual update deployment, ensures latest AI features available immediately, reduces help desk burden from version issues. Zero-touch update management enabling consistent Copilot experiences without IT overhead.",,Autopatch Automation,https://learn.microsoft.com/windows/deployment/windows-autopatch/
M365,Windows 10/11 Enterprise,Success,,"Windows 10/11 Enterprise is active in O365 w/o Teams Bundle M5, providing the foundation for Windows Copilot integration",,Windows Enterprise for AI,https://learn.microsoft.com/windows/whats-new/
M365,Windows 10/11 Enterprise,Success,,Current user metrics: 0 active users. Windows 10/11 Enterprise provides Windows Copilot integration and enterprise-grade security for AI workloads across your organization.,,Windows Enterprise for AI,https://learn.microsoft.com/windows/whats-new/
M365,Whiteboard (Plan 3),Success,,"Whiteboard (Plan 3) is active in O365 w/o Teams Bundle M5, enabling AI-assisted visual collaboration",,Copilot in Whiteboard,https://learn.microsoft.com/microsoft-365/whiteboard/
M365,Whiteboard (Plan 3),Insight,Medium,Limited meeting collaboration with 0 Teams meetings (0.0 avg per user). Whiteboard with Copilot can establish visual brainstorming culture.,"Launch Whiteboard training program with Copilot-assisted templates for innovation workshops, sprint planning, and retrospectives. Visual collaboration with AI assistance can increase engagement and creativity in hybrid work environments.",Copilot in Whiteboard,https://learn.microsoft.com/microsoft-365/whiteboard/
M365,Viva Learning (Seeded),Success,,"Viva Learning (Seeded) is active in O365 w/o Teams Bundle M5, enabling AI-powered learning for Copilot skill development",,Train Users on Copilot with Viva Learning,https://learn.microsoft.com/viva/learning/overview-viva-learning
M365,Viva Learning (Seeded),Success,,Current user metrics: 0 total active users with 0 Teams users. Viva Learning can deliver Copilot training directly in Teams to accelerate AI adoption across your organization.,,Copilot Training with Viva Learning,https://learn.microsoft.com/viva/learning/use-tabs
M365,Viva Engage Core,Success,,"Viva Engage Core is active in O365 w/o Teams Bundle M5, enabling community-driven Copilot knowledge sharing",,Build Copilot Communities in Viva Engage,https://learn.microsoft.com/viva/engage/overview
M365,Viva Engage Core,Insight,Medium,Smaller user base of 0 active M365 users. Viva Engage can establish knowledge-sharing culture critical for Copilot adoption at scale - agents need organizational knowledge graph built through community discussions.,"Launch focused Viva Engage community with weekly Copilot tips from power users. In smaller organizations, personal knowledge transfer through social platforms accelerates AI proficiency faster than formal training alone.",Build Copilot Communities in Viva Engage,https://learn.microsoft.com/viva/engage/overview
M365,Universal Print,Success,,"Universal Print is active in O365 w/o Teams Bundle M5, enabling agent-initiated printing workflows",,Cloud Printing Infrastructure,https://learn.microsoft.com/universal-print/
M365,Universal Print,Success,,Current user metrics: 0 active users. Universal Print enables agent-automated printing workflows and eliminates print server maintenance for your organization.,,Cloud Printing Infrastructure,https://learn.microsoft.com/universal-print/
M365,Microsoft To Do (Plan 3),Success,,"Microsoft To Do (Plan 3) is active in O365 w/o Teams Bundle M5, enabling Copilot to manage personal tasks automatically",,AI Task Management with To Do,https://learn.microsoft.com/microsoft-365/todotasks/
M365,Microsoft To Do (Plan 3),Success,,"Email and meeting activity (0 email users, 0 meetings) generates personal tasks. To Do integrates with Copilot to capture action items automatically.",,Task Management,https://learn.microsoft.com/microsoft-365/todotasks/
M365,Sway,Success,,"Sway is active in O365 w/o Teams Bundle M5, enabling AI-generated interactive content",,Create Sways with Copilot,https://learn.microsoft.com/sway/
M365,Skype for Business Online (Plan 2),Success,,Skype for Business Online (Plan 2) is active in O365 w/o Teams Bundle M5. Note: Skype for Business is deprecated; migrate to Teams for Copilot features,,Migrate from Skype to Teams,https://learn.microsoft.com/microsoftteams/skype-for-business-online-retirement/
M365,Skype for Business Online (Plan 2),Success,,Organization has 0 active Teams users with 0 meetings. Skype for Business is deprecated - complete migration to Teams for Copilot meeting intelligence.,,Migrate from Skype to Teams,https://learn.microsoft.com/microsoftteams/skype-for-business-online-retirement/
M365,Project for Office 365 (Plan 3),Success,,"Project for Office 365 (Plan 3) is active in O365 w/o Teams Bundle M5, enabling AI-assisted project planning and tracking",,Agent-Driven Project Management,https://learn.microsoft.com/project/
M365,Project for Office 365 (Plan 3),Success,,"Project intelligence baseline: 0 users, 0 meetings, 0 SharePoint sites. Project for Office 365 becomes AI-powered when combined with Copilot - automated risk identification from meeting transcripts, schedule prediction from historical patterns, resource allocation recommendations, and natural language project queries. Transforms project data into AI-actionable insights.",,AI Project Management,https://learn.microsoft.com/project/
M365,Office for the Web (SharePoint),Success,,"Office for the Web (SharePoint) is active in O365 w/o Teams Bundle M5, enabling Copilot assistance in browser-based Office apps",,Copilot in Office for the Web,https://learn.microsoft.com/microsoft-365/
M365,Nucleus,Success,,"Nucleus is active in O365 w/o Teams Bundle M5, enabling cross-workload data orchestration that allows Copilot to surface insights across Microsoft Graph from emails, documents, meetings, and chats in a unified intelligence layer",,Microsoft Graph and Copilot Data Layer,https://learn.microsoft.com/graph/overview
M365,Nucleus,Success,,"Knowledge graph baseline: 0 SharePoint files, 0 email users, 0 Teams users. Nucleus (Microsoft Graph) IS Copilot's brain - the unified knowledge graph where agents retrieve documents, traverse relationships, and access organizational context. Every file indexed, every connection mapped, every permission checked flows through Graph. Without Nucleus data richness, Copilot's answers lack depth.",,AI Knowledge Layer,https://learn.microsoft.com/graph/overview
M365,Microsoft Intune for Office 365,PendingActivation,Medium,"Microsoft Intune for Office 365 is PendingActivation in O365 w/o Teams Bundle M5, lacking mobile app protection for Copilot on phones/tablets","Enable Microsoft Intune for Office 365 to protect Copilot data on mobile devices (phones and tablets). Without mobile app management, users accessing Copilot on mobile devices can: 1) Copy/paste AI-generated summaries containing sensitive data to personal apps, 2) Take screenshots of Copilot responses without DLP enforcement, 3) Store Office files with Copilot content on unencrypted devices, 4) Access Copilot from jailbroken/rooted devices bypassing security. Configure Mobile Application Management (MAM) policies for Office apps to: require app PIN for Copilot access, prevent copy/paste and screenshots, encrypt app data at rest, block managed apps on non-compliant devices. Available in Business Basic/Standard tiers - provides essential mobile protection without full Intune licensing. Start with protecting Outlook, Teams, and OneDrive mobile apps where Copilot is integrated.",Mobile App Protection Policies,https://learn.microsoft.com/mem/intune/apps/app-protection-policy
M365,Microsoft StaffHub,Success,,Microsoft StaffHub is active in O365 w/o Teams Bundle M5. Note: StaffHub is retired; migrate to Teams Shifts for AI-powered frontline worker scheduling,,Use Teams Shifts Instead,https://learn.microsoft.com/microsoft-365/frontline/shifts-for-teams-landing-page/
M365,Microsoft StaffHub,Success,,"Frontline workforce readiness: 0 users with 0 Teams users. StaffHub RETIRED (2020) - Teams Shifts is the modern replacement with AI capabilities. Shifts enables Copilot-assisted schedule optimization, intelligent shift swap recommendations based on skills and availability, automated coverage suggestions when gaps detected, and predictive staffing needs from historical patterns. Essential infrastructure for frontline AI adoption.",,Teams Shifts Migration,https://learn.microsoft.com/microsoft-365/frontline/shifts-for-teams-landing-page/
M365,Microsoft Search (Service),Success,,"Microsoft Search (Service) is active in O365 w/o Teams Bundle M5, powering Copilot's information retrieval across M365",,Enterprise Search for AI,https://learn.microsoft.com/microsoftsearch/
M365,Microsoft Search (Service),Success,,Search index contains 0 SharePoint files and 0 active email users. Microsoft Search indexes this content for Copilot queries.,,Enterprise Search,https://learn.microsoft.com/microsoftsearch/
M365,Microsoft Planner,Success,,"Microsoft Planner is active in O365 w/o Teams Bundle M5, enabling Copilot to automate task creation and tracking",,Copilot Task Automation with Planner,https://learn.microsoft.com/office365/planner/planner-for-admins
M365,Exchange Analytics,Success,,"Exchange Analytics is active in O365 w/o Teams Bundle M5, providing communication pattern insights alongside Copilot usage",,Email Intelligence Analytics,https://learn.microsoft.com/viva/insights/
M365,Exchange Analytics,Success,,"Communication analytics baseline: 0 active email users out of 0 total users. Exchange Analytics reveals communication patterns (email volume, response times, network density) that contextualize Copilot's impact - identify communication bottlenecks AI can eliminate, measure email reduction from Copilot summaries, detect collaboration silos agents can bridge. The metrics layer for AI-driven communication transformation.",,Email Intelligence,https://learn.microsoft.com/viva/insights/
M365,Microsoft Kaizala,Success,High,Microsoft Kaizala is active in O365 w/o Teams Bundle M5 - Frontline workers lack AI capabilities,"Migrate frontline workers from Kaizala to Microsoft Teams to enable AI-powered communication and agent assistance for deskless employees. Kaizala lacks Copilot integration, meaning frontline teams cannot benefit from intelligent message summarization, shift handoff automation, task prioritization, or AI-assisted knowledge discovery. Teams provides frontline-specific features with Copilot integration: walkie-talkie mode with AI transcription, shift scheduling with intelligent recommendations, approvals workflows with agent automation, and mobile-first collaboration where Copilot helps workers find procedures, safety information, and expert contacts. Migration brings frontline workers into the same AI-enhanced communication ecosystem as information workers, ensuring consistent experience and eliminating digital divide between desk and deskless employees.",Teams for Frontline with Copilot,https://learn.microsoft.com/microsoft-365/frontline/
M365,Microsoft Kaizala,Success,,"Frontline AI readiness: 0 total users with 0 already on Teams but Kaizala still licensed (retired July 2023). Kaizala blocks frontline access to Copilot chat, AI-powered workflows, and agent-assisted task management. Every day on deprecated platform delays AI benefits for field workers who need Copilot most - hands-free knowledge access, voice-driven updates, automated task routing. Immediate Teams migration mandatory for frontline AI adoption.",,Urgent Frontline Migration,https://learn.microsoft.com/microsoft-365/frontline/
M365,Microsoft Kaizala,Insight,High,Limited Teams presence: only 0 Teams users. Kaizala migration requires concurrent Teams adoption strategy for frontline workers.,"Plan comprehensive migration combining Kaizala sunset with Teams frontline deployment. Focus on mobile-first training, shift handoff workflows, and walkie-talkie features to ease transition for deskless workers.",Plan Frontline Migration,https://learn.microsoft.com/microsoft-365/frontline/
M365,Microsoft Forms (Plan E5),Success,,"Microsoft Forms (Plan E5) is active in O365 w/o Teams Bundle M5, enabling advanced agent-driven form workflows",,Advanced Forms for Agent Workflows,https://learn.microsoft.com/microsoft-forms/
M365,Microsoft Forms (Plan E5),Insight,Medium,Smaller user base of 0 active M365 users. Forms E5 can establish structured feedback culture essential for agent improvement and adoption insights.,Create intelligent Forms for continuous Copilot feedback collection. Use branching logic to gather detailed insights from different user personas (beginners vs. power users).,Advanced Forms for Agent Workflows,https://learn.microsoft.com/microsoft-forms/
M365,Excel Advanced Analytics,Success,,"Excel Advanced Analytics is active in O365 w/o Teams Bundle M5, enabling advanced AI-powered data analysis in Excel",,Copilot Advanced Analytics in Excel,https://learn.microsoft.com/microsoft-365/excel/
M365,Excel Advanced Analytics,Success,,Current user metrics: 0 active users. Excel Advanced Analytics with Copilot democratizes data analysis through natural language queries and AI-powered insights across your organization.,,Copilot Advanced Analytics in Excel,https://learn.microsoft.com/microsoft-365/excel/
M365,Microsoft Bookings (Service),Success,,"Microsoft Bookings (Service) is active in O365 w/o Teams Bundle M5, enabling agent-automated appointment scheduling",,Automate Scheduling with Agents,https://learn.microsoft.com/microsoft-365/bookings/
M365,Microsoft 365 Lighthouse,Success,,"Microsoft 365 Lighthouse is active in O365 w/o Teams Bundle M5, allowing MSP partners to monitor this tenant's security posture, compliance baselines, and user management through centralized oversight—foundational requirements for successful Copilot deployment",,MSP Multi-Tenant Management,https://learn.microsoft.com/microsoft-365/lighthouse/
M365,Microsoft 365 Lighthouse,Success,,"MSP management: 0 users under Lighthouse oversight. M365 Lighthouse IS the MSP platform for managing Copilot deployments across client tenants - centralized security baselines, compliance monitoring, deployment health, adoption tracking. MSPs use Lighthouse to ensure AI governance, monitor security posture, and track Copilot ROI across their customer portfolio without per-tenant logins.",,Lighthouse Copilot Management,https://learn.microsoft.com/microsoft-365/lighthouse/
M365,Microsoft 365 Apps for Enterprise,Success,,"Microsoft 365 Apps for Enterprise is active in O365 w/o Teams Bundle M5, providing Word, Excel, PowerPoint, and Outlook with Copilot integration",,Copilot in Office Applications,https://learn.microsoft.com/deployoffice/about-microsoft-365-apps
M365,Viva Insights - MyAnalytics (Full),Success,,"Viva Insights - MyAnalytics (Full) is active in O365 w/o Teams Bundle M5, providing personal productivity analytics alongside Copilot usage",,Personal Productivity Insights,https://learn.microsoft.com/viva/insights/
M365,Viva Insights - MyAnalytics (Full),Insight,Medium,Smaller user base of 0 active M365 users. MyAnalytics can establish data-driven productivity culture where Copilot usage is measurably linked to wellbeing improvements.,Enable MyAnalytics for leaders and power users first. Use personal productivity insights to demonstrate Copilot ROI through metrics like reduced after-hours work and increased focus time.,Personal Productivity Insights,https://learn.microsoft.com/viva/insights/
M365,Graph Connectors Search Index,Success,,"Graph Connectors Search Index is active in O365 w/o Teams Bundle M5, enabling Copilot to access external data sources via Graph Connectors",,Extend Copilot to External Data,https://learn.microsoft.com/graph/connecting-external-content-connectors-overview/
M365,Graph Connectors Search Index,Success,,"Knowledge integration baseline: 0 SharePoint files across 0 sites for 0 users. Graph Connectors EXPAND Copilot's knowledge beyond M365 - index Salesforce, ServiceNow, SAP, custom databases into Microsoft Graph so agents query ALL organizational knowledge, not just Office files. Without connectors, Copilot operates with partial visibility. Critical for enterprise AI that needs complete context.",,External Knowledge Integration,https://learn.microsoft.com/graph/connecting-external-content-connectors-overview/
M365,Exchange Foundation,Success,,"Exchange Foundation is active in Power Automate Free, providing messaging infrastructure that enables agent-triggered notifications and workflow communications",,Exchange Foundation Infrastructure,https://learn.microsoft.com/exchange/exchange-online/
M365,Exchange Foundation,Success,,"Messaging infrastructure baseline: 0 users with 0 email users. Exchange Foundation is the backend infrastructure layer - NOT user-facing Copilot features but the messaging plumbing that enables notifications, calendar integrations, and workflow triggers. Supports agent-driven communications where automated systems send emails, meeting invites, or alerts. Foundational dependency for M365 Copilot email and calendar features.",,Exchange Infrastructure,https://learn.microsoft.com/exchange/exchange-online/
M365,Exchange Online (Plan 2),Success,,"Exchange Online (Plan 2) is active in O365 w/o Teams Bundle M5, enabling Copilot to assist with email management and calendar intelligence",,Intelligent Email with Copilot,https://learn.microsoft.com/exchange/exchange-online
M365,Exchange Online (Plan 2) - Activity Baseline,PendingActivation,Medium,Email activity data unavailable: Unable to check email activity: 'ReportsRequestBuilder' object has no attribute 'get_email_activity_counts',Enable Reports.Read.All permission to access email activity reports. Baseline metrics are critical for measuring Copilot ROI.,Configure Reports Permission,https://learn.microsoft.com/graph/permissions-reference#reportsreadall
M365,SharePoint (Plan 2),Success,,"SharePoint (Plan 2) is active in O365 w/o Teams Bundle M5, providing enterprise content management for Copilot",,SharePoint Documentation,https://learn.microsoft.com/sharepoint/
M365,SharePoint Content Deployment,Warning,High,ZERO SharePoint sites deployed - Copilot has no organizational content to access,"URGENT: Deploy SharePoint sites and migrate content immediately. Without SharePoint content, Copilot cannot provide value based on organizational knowledge. Start by creating sites for key departments, projects, and knowledge areas. Migrate critical documents from file shares, network drives, and email attachments to SharePoint. Upload policies, procedures, templates, and institutional knowledge. Copilot's effectiveness depends entirely on accessible content - zero sites means zero organizational intelligence.",Get Started with SharePoint,https://learn.microsoft.com/sharepoint/get-started
Entra,Microsoft Intune (Plan A),Success,,"Microsoft Intune (Plan A) is active in O365 w/o Teams Bundle M5, managing devices that access M365 Copilot with comprehensive security policies",,Microsoft 365 Documentation,https://learn.microsoft.com/microsoft-365/
Entra,Microsoft Intune (Plan A),Success,Medium,No managed devices detected - users may access Copilot from unmanaged BYOD devices,"Enroll devices in Intune to enforce compliance policies for Copilot access. Unmanaged devices pose risks: 1) No encryption enforcement - Copilot data at risk if device lost, 2) No malware protection - keyloggers could capture AI prompts containing sensitive info, 3) No DLP controls - users can screenshot/copy Copilot responses to personal apps, 4) No remote wipe - cannot remove corporate data if employee leaves. Start with company-owned devices, then implement MAM (Mobile Application Management) for BYOD scenarios to protect Copilot within managed apps without full device control.",Device Enrollment,https://learn.microsoft.com/mem/intune/enrollment/
Entra,Microsoft Entra ID Multi-Factor Authentication,Success,,"Microsoft Entra ID Multi-Factor Authentication is active in O365 w/o Teams Bundle M5, protecting Copilot sessions with additional authentication factors",,MFA for Copilot Security,https://learn.microsoft.com/entra/identity/authentication/concept-mfa-howitworks
Entra,Microsoft Entra ID P2,Success,,"Microsoft Entra ID P2 is active in O365 w/o Teams Bundle M5, providing identity governance for Copilot administration",,Identity Governance for Copilot Admins,https://learn.microsoft.com/entra/id-governance/identity-governance-overview
Entra,Microsoft Entra ID P2,Success,,"No permanent admin roles detected, all administrative access uses just-in-time activation",,PIM Best Practices,https://learn.microsoft.com/entra/id-governance/privileged-identity-management/pim-configure
Entra,Microsoft Entra ID P2,Action Required,Medium,No active access reviews configured for user access governance,Implement periodic access reviews for users with Copilot licenses and admin roles. Regular reviews ensure only authorized users maintain access to AI assistants and prevent license waste.,Configure Access Reviews,https://learn.microsoft.com/entra/id-governance/access-reviews-overview
Entra,Microsoft Entra ID P2,Success,,"No risky users detected, Identity Protection is actively monitoring and protecting accounts",,Identity Protection Overview,https://learn.microsoft.com/entra/id-protection/overview-identity-protection
Entra,Microsoft Entra ID P2,Success,,"Guest user invitations restricted to 'AllowInvitesFrom.AdminsAndGuestInviters', controlling external access to Copilot-searchable content",,External Collaboration Settings,https://learn.microsoft.com/entra/external-id/external-collaboration-settings-configure
Entra,Microsoft Entra ID P2,Action Required,Medium,Cross-tenant access settings enabled but no partner organizations configured - default settings apply to all external tenants,"Define specific partner organization policies to control which external tenants can collaborate and access Copilot content. With default settings only: 1) All external organizations have the same access level, 2) Cannot enforce different MFA requirements per partner, 3) Cannot block specific high-risk tenants, 4) No granular control over app access per partner. Add trusted partner organizations with specific inbound/outbound policies, require MFA for external users, and block risky tenants. Review Microsoft's recommended baseline policy.",Configure Partner Organizations,https://learn.microsoft.com/entra/external-id/cross-tenant-access-settings-b2b-collaboration
Entra,Microsoft Entra ID P2,Action Required,Medium,Application consent settings could not be verified - review tenant configuration to ensure proper app governance for Copilot data access,"Review application consent policies in Entra ID to ensure user consent is appropriately restricted. Verify that: 1) Users cannot consent to apps accessing organizational data without admin review, 2) Admin consent workflow is enabled for user requests, 3) Only verified publishers and low-risk permissions are allowed for user consent (if enabled). This prevents unauthorized apps from accessing emails, files, and other content searchable by Copilot.",Configure User Consent,https://learn.microsoft.com/entra/identity/enterprise-apps/configure-user-consent
Entra,Microsoft Entra ID P2,Success,,"No high-risk applications detected, all apps accessing M365 data have appropriate permissions and verified publishers",,App Governance,https://learn.microsoft.com/defender-cloud-apps/app-governance-manage-app-governance
Entra,Microsoft Entra ID P2,Action Required,Medium,No access reviews configured - Copilot license assignments and privileged access not recertified,"Implement quarterly access reviews for Copilot governance. Without reviews: 1) Former employees retain Copilot access after role changes, 2) Licenses remain assigned to inactive users (wasted cost), 3) Guest users maintain access to Copilot-searchable content indefinitely, 4) No compliance audit trail for who approved continued access. Configure reviews for: 1) Groups with Copilot licenses (quarterly recertification of members), 2) Guest user access to Teams/SharePoint (remove stale external accounts), 3) Privileged roles (Copilot admins, Teams admins - monthly reviews). Use automated approval for active users, require justification for continued access to high-value resources. Essential for SOC 2, ISO 27001, and cost optimization.",Configure Access Reviews,https://learn.microsoft.com/entra/id-governance/deploy-access-reviews
Entra,Microsoft Entra ID P1,Success,,"Microsoft Entra ID P1 is active in O365 w/o Teams Bundle M5, providing advanced identity capabilities for Copilot security. 5 Conditional Access policy(ies) configured, 4 user(s) enrolled in MFA",,Identity Foundation for AI,https://learn.microsoft.com/entra/identity/
