Service,Feature,Status,Priority,Observation,Recommendation,LinkText,LinkUrl
Purview,Insider Risk Management (Base) - Policy Status,Success,High,Insider Risk Management license active but NO policies configured - AI-assisted data theft undetected,"Deploy Insider Risk policies to detect malicious Copilot usage. Create policies for: 1) Data exfiltration by departing employees (spike in Copilot queries + downloads before resignation), 2) Unauthorized data access (using Copilot to explore sensitive areas beyond normal scope), 3) Intellectual property theft (aggregating trade secrets via AI), 4) Competitor intelligence gathering (suspicious Copilot research patterns). Copilot makes data theft easier - Insider Risk detects the patterns. Configure in Purview > Insider risk management.",Create Insider Risk Policies,https://learn.microsoft.com/purview/insider-risk-management-configure
Purview,Communication Compliance,Success,,"Communication Compliance is active in O365 w/o Teams Bundle M5, monitoring Copilot conversations for compliance risks",,Monitor AI Conversations for Compliance,https://learn.microsoft.com/purview/communication-compliance
Purview,Communication Compliance - Policy Status,Success,High,Communication Compliance license active but NO policies configured - Copilot usage unmonitored,"Deploy Communication Compliance policies to monitor Copilot usage: 1) Create policy to detect confidential data keywords in prompts (SSN, credit cards, medical records), 2) Monitor for inappropriate language in AI conversations, 3) Detect attempts to use Copilot for prohibited purposes (legal/medical advice), 4) Flag cross-barrier communication attempts via AI. Without policies, employees can misuse Copilot without detection. Configure in Purview > Communication compliance.",Create Communication Compliance Policies,https://learn.microsoft.com/purview/communication-compliance-configure
Purview,Premium Encryption,Success,,"Premium Encryption is active in O365 w/o Teams Bundle M5, providing enhanced encryption for Copilot-accessible content",,Double Key Encryption for AI Content,https://learn.microsoft.com/purview/double-key-encryption
Purview,Privileged Access Management,Success,,"Privileged Access Management is active in O365 w/o Teams Bundle M5, enforcing approval workflows for privileged operations with AI",,Control Privileged AI Operations,https://learn.microsoft.com/purview/privileged-access-management/
Purview,eDiscovery Analytics,Success,,"eDiscovery Analytics is active in O365 w/o Teams Bundle M5, enabling AI-powered legal discovery including Copilot content",,eDiscovery for AI Interactions,https://learn.microsoft.com/purview/ediscovery
Purview,eDiscovery Analytics - Analytics Usage,Success,Medium,eDiscovery Analytics license active but NO eDiscovery cases configured,"Create eDiscovery cases to preserve Copilot-related content for legal discovery: 1) Place custodians on hold to preserve their Copilot chat history, 2) Search for Teams meeting transcripts analyzed by Copilot, 3) Identify documents created/edited with AI assistance. Use Analytics to find relevant AI interactions faster. Configure in Purview > eDiscovery.",Create eDiscovery Cases,https://learn.microsoft.com/purview/ediscovery-create-and-manage-cases
Purview,Records Management,Success,,"Records Management is active in O365 w/o Teams Bundle M5, managing retention of AI-generated records and compliance",,Retain Copilot Content for Compliance,https://learn.microsoft.com/purview/records-management
Purview,Records Management - Retention Labels,Success,Low,6 retention labels configured for records management,"Ensure retention labels cover Copilot-generated content: 1) Meeting transcripts/summaries (retain per communication policy), 2) AI-drafted contracts/agreements (legal retention period), 3) Financial summaries from Copilot (regulatory retention), 4) Compliance documentation (permanent retention). Apply labels automatically to: OneNote pages with Copilot meeting notes, Word docs created with Copilot drafting, emails with AI-generated content. Test: create Copilot content > verify label auto-applies > confirm retention enforced.",Retention Labels for AI Content,https://learn.microsoft.com/purview/retention
Purview,Insider Risk Management (Base),Success,,"Insider Risk Management (Base) is active in O365 w/o Teams Bundle M5, monitoring for data exfiltration risks through Copilot usage",,Detect Copilot Misuse with Insider Risk,https://learn.microsoft.com/purview/insider-risk-management
Purview,Information Governance,Success,,"Information Governance is active in O365 w/o Teams Bundle M5, governing the lifecycle of content in Copilot's knowledge base",,Govern AI Content Lifecycle,https://learn.microsoft.com/purview/information-governance
Purview,Information Governance - Retention Strategy,Success,Low,"6 retention labels configured: Sensitivity, U.S. Financial Data Policy, Employee Records (+3 more)","Ensure retention controls keep Copilot's knowledge base current: 1) Delete obsolete policies/procedures after 2 years (prevent Copilot citing outdated info), 2) Retain Teams meeting transcripts 3 years (preserve Copilot training context), 3) Dispose old project chats after completion (keep AI responses relevant), 4) Permanently delete draft emails (prevent Copilot referencing abandoned content). Configure in Purview > Records management. Currently 6 labels deployed.",Retention for AI Content,https://learn.microsoft.com/purview/retention
Purview,Microsoft Endpoint DLP,Success,,"Microsoft Endpoint DLP is active in O365 w/o Teams Bundle M5, protecting against data exfiltration through Copilot outputs",,Endpoint DLP for Copilot Security,https://learn.microsoft.com/purview/endpoint-dlp-learn-about
Purview,Microsoft Endpoint DLP - Configuration,Success,High,DLP policies exist (4 total) but NONE are configured for endpoint protection,"You have 4 DLP policy/policies but none target endpoints. Create endpoint-scoped policies to prevent Copilot data exfiltration: 1) Block users from copying sensitive Copilot responses to USB drives, personal email, or unauthorized cloud storage, 2) Prevent exfiltration when Copilot retrieves customer PII, financial data, or intellectual property, 3) Monitor file transfers of AI-generated documents to personal devices, 4) Restrict printing/screenshots of confidential Copilot outputs. Configure in Purview compliance portal > Data loss prevention > Policies > Create policy > Select 'Devices' location. Apply policies to all Windows endpoints where Copilot is used. Use Get-DlpCompliancePolicy to verify endpoint coverage.",Create Endpoint DLP Policies,https://learn.microsoft.com/purview/endpoint-dlp-getting-started
Purview,Data Investigations (Standard),Success,,"Data Investigations (Standard) is active in O365 w/o Teams Bundle M5, enabling investigations of AI-related security incidents",,Investigate Copilot Security Incidents,https://learn.microsoft.com/purview/overview-data-investigations
Purview,Customer Key,Success,,"Customer Key is active in O365 w/o Teams Bundle M5, providing encryption key control for Copilot-processed data",,Sovereign Encryption for AI Data,https://learn.microsoft.com/purview/customer-key-overview
Purview,Communication DLP,Success,,"Communication DLP is active in O365 w/o Teams Bundle M5, preventing data leaks through AI-assisted communications",,DLP for Copilot Communications,https://learn.microsoft.com/purview/dlp-microsoft-teams
Purview,Communication DLP - Policy Coverage,Success,Low,"4 DLP policies configured (4 enabled): U.S. Financial Data, General Data Protection Regulation (GDPR), Default policy for Teams (+1 more). Policies protect Copilot outputs in Teams, Exchange, SharePoint.","Verify DLP policies cover Copilot-specific scenarios: 1) Test by asking Copilot to summarize confidential documents - attempt sharing in Teams (should block), 2) Check policies detect PII patterns in Copilot responses (SSN, credit cards), 3) Ensure policies cover Exchange (Copilot email drafts) and SharePoint (Copilot-generated docs), 4) Review policy modes - ensure critical policies are in 'Enforce' not 'Test' mode. Currently: 4/4 policies enabled.",DLP for Copilot Best Practices,https://learn.microsoft.com/purview/dlp-microsoft-teams
Purview,Azure Rights Management,Success,,"Azure Rights Management is active in O365 w/o Teams Bundle M5, protecting sensitive content accessed by Copilot with persistent encryption",,Rights Management for AI Security,https://learn.microsoft.com/azure/information-protection/
Purview,Azure Rights Management - Configuration,Success,Low,Azure RMS licensing is ENABLED - documents can be protected with persistent encryption,"Verify Azure RMS protects Copilot scenarios: 1) Test: apply 'Confidential' label to document > ask Copilot to summarize > verify summary inherits protection, 2) Ensure auto-labeling policies protect Copilot outputs containing sensitive patterns (SSN, credit cards), 3) Configure usage rights: prevent AI-generated content marked 'Internal Only' from external sharing, 4) Enable track & revoke for Copilot-created documents. Review protection templates in Azure portal.",Azure RMS Configuration,https://learn.microsoft.com/azure/information-protection/configure-policy
Purview,Communication Compliance (Microsoft),Success,,"Communication Compliance (Microsoft) is active in O365 w/o Teams Bundle M5, monitoring Copilot interactions and agent conversations for policy compliance",,Monitor AI Conversations for Compliance,https://learn.microsoft.com/purview/communication-compliance
Purview,Communication Compliance (Microsoft) - Policy Status,Success,High,Communication Compliance license active but NO policies configured - AI interactions are unmonitored,"Deploy Communication Compliance policies to monitor Copilot usage for policy violations. Create policies to detect: 1) Users asking Copilot to generate fraudulent/deceptive content, 2) Attempts to extract confidential data through clever prompts, 3) Using AI to draft communications that violate regulatory requirements, 4) Jailbreak attempts or prompt injection attacks. Essential for maintaining compliance as AI becomes primary communication tool. Configure in Purview > Communication compliance.",Create Communication Compliance Policies,https://learn.microsoft.com/purview/communication-compliance-policies
Purview,Microsoft 365 Advanced Auditing,Success,,"Microsoft 365 Advanced Auditing is active in O365 w/o Teams Bundle M5, logging detailed Copilot interactions and data access patterns",,Audit Copilot Activity for Compliance,https://learn.microsoft.com/purview/audit-solutions-overview
Purview,Microsoft 365 Advanced Auditing - Configuration Status,Success,High,Advanced Auditing license active but Unified Audit Log is DISABLED - NO Copilot events are being logged,"Enable Unified Audit Log immediately. Run in Exchange Online PowerShell: Set-AdminAuditLogConfig -UnifiedAuditLogIngestionEnabled $true. Without this, Copilot interactions are NOT logged - no audit trail for compliance, investigations, or insider risk detection. Once enabled, configure: 1) 10-year retention for Copilot events, 2) Alerts for suspicious AI usage patterns, 3) SIEM integration for security monitoring. Audit logging is foundational requirement for Copilot compliance.",Enable Unified Audit,https://learn.microsoft.com/purview/audit-log-enable-disable
Purview,Information Protection for Office 365 - Standard,Success,,"Information Protection for Office 365 - Standard is active in O365 w/o Teams Bundle M5, enabling basic sensitivity labeling for Copilot content",,Basic Information Protection,https://learn.microsoft.com/purview/information-protection/
Purview,Information Protection for Office 365 - Standard - Label Deployment,Success,Low,"14 sensitivity labels configured (3 policies): Personal, Public, General, Anyone (unrestricted) (+10 more)","Verify labels cover Copilot scenarios: 1) Test: label document 'Confidential' > ask Copilot to summarize > attempt external sharing (should block/warn), 2) Set default label policy ('General' or 'Internal Only') for all users, 3) Enable mandatory labeling for sensitive locations (Finance, HR, Legal OneDrive/SharePoint), 4) Train users: Copilot respects label restrictions when sharing AI-generated content. Currently 3 label policies deployed.",Sensitivity Label Best Practices,https://learn.microsoft.com/purview/information-protection-deployment
Purview,Information Protection for Office 365 - Premium,Success,,"Information Protection for Office 365 - Premium is active in O365 w/o Teams Bundle M5, automatically labeling content created and accessed by Copilot",,Automatic AI Content Protection,https://learn.microsoft.com/purview/information-protection
Purview,Information Protection for Office 365 - Premium - Label Deployment,Success,Medium,"14 sensitivity labels configured, enabling automatic classification of Copilot-generated content","Configure auto-labeling policies in Microsoft Purview for Copilot scenarios: 1) Auto-label documents containing financial data patterns when created via Copilot in Excel/Word, 2) Auto-apply 'Confidential' to emails drafted by Copilot that mention customer names or account numbers, 3) Use trainable classifiers to detect when Copilot summaries contain sensitive content types (legal, HR, M&A), 4) Set default label to 'General' for all Copilot outputs unless higher sensitivity detected. Test by asking Copilot to create document with financial data - verify auto-labeling applies correct classification. Use Get-Label to review deployed labels.",Auto-Labeling for AI Content,https://learn.microsoft.com/purview/apply-sensitivity-label-automatically
Purview,Information Barriers,Success,,"Information Barriers is active in O365 w/o Teams Bundle M5, preventing Copilot from crossing compliance boundaries",,Information Barriers for AI Compliance,https://learn.microsoft.com/purview/information-barriers
Purview,Information Barriers - Policy Status,Success,High,Information Barriers license active but NO policies configured - Copilot can cross ethical walls,"Deploy Information Barrier policies for Copilot compliance. Define segments and barriers: 1) M&A teams on competing deals cannot share via Copilot, 2) Research/trading divisions maintain ethical wall through AI, 3) Legal teams on opposing cases keep data separated, 4) Regulatory compliance groups in financial services. Without barriers, Copilot becomes information leak vector across restricted groups. Configure in Purview > Information barriers.",Configure Information Barriers,https://learn.microsoft.com/purview/information-barriers-policies
Purview,Customer Lockbox (Enterprise),Success,,"Customer Lockbox (Enterprise) is active in O365 w/o Teams Bundle M5, requiring approval for Microsoft access to Copilot-indexed content",,Control Microsoft Access to AI Content,https://learn.microsoft.com/purview/customer-lockbox-requests
Purview,Customer Lockbox (Enterprise) - Configuration,Success,Medium,Customer Lockbox license active but feature is DISABLED in tenant settings,"Enable Customer Lockbox in Microsoft 365 admin center: Settings > Security & privacy > Customer lockbox > Edit > Enable. Once enabled, Microsoft Support must request your approval before accessing Copilot conversation histories, meeting transcripts, or AI-indexed content during troubleshooting. Designated approvers can accept/reject requests. Critical for maintaining data sovereignty and compliance in regulated industries.",Enable Customer Lockbox,https://learn.microsoft.com/purview/customer-lockbox-requests#enable-customer-lockbox
Purview,Azure Information Protection Premium P2,Success,,"Azure Information Protection Premium P2 is active in O365 w/o Teams Bundle M5, automatically classifying and protecting sensitive data that Copilot processes",,Microsoft 365 Documentation,https://learn.microsoft.com/microsoft-365/
Purview,Azure Information Protection Premium P2 - Configuration,Success,Low,Azure Rights Management (Azure RMS) is ENABLED - advanced automatic classification and protection is available for Copilot-accessed content,"Azure RMS is properly enabled, unlocking Premium P2's advanced capabilities. Configure automatic classification and protection for Copilot scenarios: 1) Deploy trainable classifiers to detect when Copilot outputs contain industry-specific sensitive data (medical records, legal briefs, financial models), 2) Use automatic labeling with encryption for AI-generated content containing PII or confidential business information, 3) Apply usage rights (view-only, no-forward) to documents that Copilot creates from multiple sensitive sources, 4) Enable content scanning to discover existing unprotected files that Copilot might access. Premium P2's machine learning can identify sensitive content patterns in Copilot outputs that rule-based systems miss. Use Get-IRMConfiguration to verify Azure RMS status and configure auto-labeling policies in Purview compliance portal.",Configure Advanced Protection,https://learn.microsoft.com/purview/apply-sensitivity-label-automatically
Purview,Azure Information Protection Premium P1,Success,,"Azure Information Protection Premium P1 is active in O365 w/o Teams Bundle M5, encrypting sensitive documents accessed by Copilot with rights management",,Microsoft 365 Documentation,https://learn.microsoft.com/microsoft-365/
Purview,Azure Information Protection Premium P1 - Configuration,Success,Low,Azure Rights Management (Azure RMS) is ENABLED - documents accessed by Copilot can be encrypted with rights management,"Azure RMS is properly enabled. Ensure rights management policies protect Copilot-accessed content: 1) Configure sensitivity labels to automatically apply encryption when Copilot accesses confidential documents, 2) Set rights policies that persist even when content is summarized or copied via AI, 3) Restrict forwarding/copying of emails containing Copilot-generated sensitive summaries, 4) Apply usage rights (view-only, no-print, no-copy) to documents created through AI assistance. This ensures that even if Copilot makes sensitive data discoverable, rights management controls prevent unauthorized access. Use Get-IRMConfiguration to verify Azure RMS is active and Get-Label to review label-based protection policies.",Configure Rights Management,https://learn.microsoft.com/azure/information-protection/configure-policy
